,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,multiple_deliveries,City,distance,time_diff_minutes,Time_taken (min)
10973,26.0,4.6,Stormy,Jam,0,Meal,1.0,Metropolitian,9.078201444608636,0,23
10974,27.0,4.8,Cloudy,Jam,0,Drinks,1.0,Metropolitian,13.593151697874934,56,48
10975,28.0,4.4,Windy,High,0,Drinks,1.0,Urban,6.056428326709224,38,32
10976,30.0,4.9,Fog,Medium,1,Buffet,1.0,Metropolitian,6.219775932540929,56,15
10977,38.0,4.5,Sandstorms,Low,2,Drinks,0.0,Metropolitian,3.0196645481117717,0,26
10978,36.0,4.8,Sunny,Jam,1,Snack,1.0,Metropolitian,7.865136435552706,30,19
10979,24.0,4.8,Cloudy,Medium,1,Snack,0.0,Urban,6.292109292193661,46,14
10980,23.0,4.8,Cloudy,Low,0,Meal,1.0,Metropolitian,13.766517265279528,42,21
10981,34.0,5.0,Sandstorms,Low,1,Meal,1.0,Metropolitian,19.47737004461804,43,15
10982,38.0,4.9,Sandstorms,Medium,0,Meal,0.0,Metropolitian,8.991090446155113,58,37
10983,24.0,4.4,Stormy,Low,0,Drinks,1.0,Metropolitian,1.5730273829448633,29,26
10984,27.0,4.1,Cloudy,Jam,2,Meal,1.0,Metropolitian,13.68588538539404,26,39
10985,35.0,4.0,Windy,Medium,0,Drinks,1.0,Metropolitian,12.297428915947597,57,31
10986,22.0,4.1,Windy,Low,0,Buffet,1.0,Metropolitian,9.077593440423469,0,29
10987,31.0,4.5,Stormy,Jam,1,Meal,2.0,Metropolitian,13.8343950442651,41,44
10988,37.0,4.7,Sunny,Low,0,Snack,0.0,Metropolitian,12.424649543402671,2,24
10989,31.0,5.0,Stormy,Low,1,Snack,1.0,Metropolitian,19.980897909209226,16,16
10990,39.0,4.7,Stormy,Low,1,Buffet,1.0,Metropolitian,10.687190725432936,8,29
10991,21.0,4.5,Sunny,High,1,Meal,0.0,Metropolitian,1.4902574452831971,1,12
10992,36.0,4.9,Sandstorms,Jam,1,Drinks,0.0,Metropolitian,17.10417191394459,11,25
10993,30.0,5.0,Sunny,Low,1,Snack,1.0,Urban,12.297646608006696,28,24
10994,26.0,4.6,Fog,Jam,2,Meal,1.0,Metropolitian,10.593772970695955,1,38
10995,36.0,3.7,Fog,Low,2,Meal,1.0,Metropolitian,16.398958266573285,3,33
10996,38.0,4.8,Cloudy,Jam,0,Drinks,1.0,Metropolitian,20.213244865753918,41,40
10997,23.0,4.6,Fog,Medium,0,Drinks,1.0,Metropolitian,6.234135689020285,55,28
10998,22.0,4.9,Windy,Low,1,Meal,1.0,Metropolitian,3.074564611863683,58,19
10999,22.0,4.9,Cloudy,Low,0,Drinks,0.0,Urban,13.587342695800704,12,22
11000,31.0,4.8,Stormy,Low,1,Buffet,0.0,Metropolitian,13.220623787237129,2,26
11001,23.0,4.6,Cloudy,Low,2,Meal,1.0,Metropolitian,3.1054379357379935,59,17
11002,20.0,4.8,Windy,High,1,Drinks,1.0,Metropolitian,6.083296574941752,32,23
11003,36.0,4.6,Sandstorms,High,1,Drinks,0.0,Metropolitian,1.5530753740351142,56,30
11004,29.0,4.7,Fog,High,0,Meal,1.0,Urban,3.1057739044051993,31,29
11005,35.0,4.9,Sandstorms,Low,2,Meal,1.0,Metropolitian,8.941438337370116,12,26
11006,31.0,4.4,Sandstorms,Jam,1,Drinks,2.0,Metropolitian,12.584217051037724,45,37
11007,27.0,5.0,Stormy,Medium,2,Snack,0.0,Metropolitian,16.857979408421834,57,25
11008,22.0,4.2,Stormy,Jam,0,Buffet,1.0,Metropolitian,10.758879353581515,56,33
11009,30.0,5.0,Sunny,Low,1,Drinks,0.0,Metropolitian,3.1460547419311484,0,14
11010,34.0,4.9,Stormy,Jam,1,Drinks,0.0,Metropolitian,13.994244050961361,4,28
11011,25.0,4.8,Cloudy,High,0,Buffet,1.0,Metropolitian,1.5730273829448633,0,28
11012,21.0,4.6,Stormy,Medium,0,Snack,1.0,Metropolitian,6.119594248027193,6,27
11013,21.0,4.9,Fog,Low,1,Drinks,1.0,Urban,1.5131608415701108,33,14
11014,36.0,4.8,Windy,High,1,Buffet,1.0,Metropolitian,5.9606422547772615,4,33
11015,37.0,4.6,Sunny,Jam,1,Meal,1.0,Metropolitian,4.597760742711211,0,16
11016,23.0,4.7,Stormy,Low,2,Meal,1.0,Urban,1.520778593591023,44,13
11017,24.0,4.9,Windy,Low,1,Meal,0.0,Urban,3.105376973129597,0,10
11018,30.0,4.9,Sunny,Low,1,Snack,0.0,Urban,7.763934766101652,11,12
11019,22.0,4.9,Windy,Medium,1,Meal,1.0,Metropolitian,20.184247341471487,0,21
11020,39.0,4.8,Fog,Jam,0,Snack,0.0,Metropolitian,7.564738209481037,35,29
11021,32.0,4.8,Sunny,Jam,1,Drinks,0.0,Metropolitian,9.267339619537804,0,20
11022,23.0,4.9,Cloudy,Low,1,Snack,1.0,Metropolitian,9.058203999765672,38,14
11023,39.0,4.1,Sandstorms,Jam,1,Buffet,0.0,Metropolitian,4.665009212546289,25,34
11024,21.0,4.9,Fog,Low,0,Snack,1.0,Metropolitian,17.104121791147755,48,21
11025,25.0,4.5,Stormy,Low,0,Buffet,1.0,Metropolitian,4.598019852780259,58,15
11026,28.0,4.7,Cloudy,Low,0,Buffet,1.0,Metropolitian,12.10304992511753,3,24
11027,35.0,4.2,Fog,Low,0,Buffet,1.0,Urban,16.64063850500123,53,43
11028,30.0,4.1,Cloudy,Low,1,Meal,2.0,Urban,10.59043723786664,12,37
11029,28.0,4.9,Stormy,Jam,0,Meal,1.0,Metropolitian,9.160205173149413,46,16
11030,21.0,4.0,Fog,Jam,1,Meal,1.0,Metropolitian,4.545654551882686,5,33
11031,36.0,4.8,Sunny,Low,0,Buffet,1.0,Metropolitian,3.0191739740860863,54,27
11032,20.0,4.5,Sunny,Medium,0,Buffet,0.0,Metropolitian,4.531839071917761,38,20
11033,35.0,4.7,Windy,Medium,0,Snack,1.0,Urban,5.970917378994982,51,32
11034,33.0,4.2,Windy,Jam,0,Buffet,1.0,Metropolitian,19.980838935047384,59,48
11035,34.0,4.7,Cloudy,Jam,2,Meal,0.0,Metropolitian,11.75242382296675,46,48
11036,23.0,4.2,Sandstorms,Medium,0,Snack,1.0,Metropolitian,20.074984919522265,7,35
11037,20.0,4.6,Stormy,Jam,0,Meal,1.0,Metropolitian,7.549169651255426,49,29
11038,26.0,4.7,Windy,Jam,2,Snack,1.0,Metropolitian,9.180564915792736,10,19
11039,30.0,4.3,Sandstorms,Jam,0,Drinks,1.0,Metropolitian,4.5392678646440245,41,47
11040,36.0,4.5,Windy,Medium,0,Snack,1.0,Urban,9.351368113250803,38,25
11041,33.0,4.8,Fog,Jam,2,Buffet,2.0,Urban,10.710647646313987,0,39
11042,27.0,4.6,Cloudy,Medium,2,Drinks,0.0,Urban,6.244442836403464,0,19
11043,24.0,4.9,Fog,Medium,2,Snack,0.0,Metropolitian,13.616666438795251,0,35
11044,35.0,5.0,Windy,Medium,1,Meal,1.0,Metropolitian,9.18117827012091,57,34
11045,37.0,4.8,Sandstorms,Low,0,Meal,1.0,Metropolitian,17.303295941503084,3,29
11046,25.0,4.7,Sandstorms,Jam,2,Meal,0.0,Urban,17.081850837608442,54,15
11047,30.0,3.5,Windy,Jam,1,Buffet,1.0,Metropolitian,19.694504942983833,30,33
11048,27.0,4.6,Stormy,Low,2,Meal,1.0,Metropolitian,1.532769579490067,33,17
11049,23.0,4.9,Cloudy,Jam,0,Meal,1.0,Metropolitian,4.658809423952452,36,25
11050,28.0,4.9,Stormy,Jam,2,Buffet,1.0,Metropolitian,4.675762699655866,46,23
11051,35.0,4.8,Sandstorms,Jam,1,Meal,1.0,Metropolitian,19.625170824485437,0,25
11052,27.0,4.6,Stormy,Jam,2,Snack,0.0,Metropolitian,4.5623349284056145,30,15
11053,24.0,4.9,Sunny,Low,0,Meal,1.0,Metropolitian,16.640537402346094,57,25
11054,38.0,4.9,Sandstorms,High,1,Meal,1.0,Metropolitian,6.148968437061614,38,28
11055,35.0,4.3,Fog,High,0,Buffet,1.0,Metropolitian,6.060750953302816,0,33
11056,39.0,4.5,Fog,Medium,1,Drinks,0.0,Metropolitian,7.661180373827095,0,16
11057,36.0,4.7,Fog,Low,0,Meal,1.0,Metropolitian,7.79297088770648,32,25
11058,25.0,4.5,Cloudy,Medium,1,Drinks,1.0,Metropolitian,19.694733684380456,23,29
11059,28.0,4.9,Cloudy,Jam,0,Buffet,0.0,Metropolitian,9.43816345911881,35,25
11060,25.0,4.8,Sandstorms,Jam,2,Meal,1.0,Urban,8.940725148436753,6,14
11061,38.0,4.6,Cloudy,Medium,0,Meal,1.0,Metropolitian,6.2119259017964295,35,25
11062,38.0,4.7,Windy,High,2,Buffet,1.0,Metropolitian,1.537388603390459,36,26
11063,21.0,4.8,Windy,High,0,Buffet,1.0,Metropolitian,1.5730273829448633,0,26
11064,22.0,5.0,Windy,High,2,Meal,0.0,Urban,6.212555012617739,54,10
11065,20.0,5.0,Stormy,Medium,2,Meal,1.0,Urban,16.727784046512234,47,23
11066,28.0,4.8,Sunny,Jam,1,Buffet,0.0,Metropolitian,7.865136435552706,4,13
11067,24.0,4.6,Cloudy,Jam,0,Drinks,0.0,Metropolitian,19.349741336386945,0,42
11068,24.0,4.7,Sandstorms,Low,1,Buffet,0.0,Metropolitian,8.955318918099307,42,17
11069,29.0,4.9,Windy,High,2,Buffet,1.0,Metropolitian,1.5549652675252918,22,18
11070,22.0,4.9,Sandstorms,Low,1,Snack,1.0,Metropolitian,1.554987484485441,40,19
11071,20.0,4.8,Windy,Jam,2,Drinks,1.0,Metropolitian,20.89327310794143,9,21
11072,38.0,4.9,Sandstorms,Jam,1,Buffet,1.0,Metropolitian,4.598109922175776,27,33
11073,25.0,4.9,Windy,Medium,0,Snack,1.0,Urban,13.770078304602839,23,38
11074,28.0,4.6,Stormy,Medium,2,Meal,1.0,Metropolitian,14.026152545898977,48,25
11075,33.0,4.3,Sandstorms,Low,0,Meal,1.0,Urban,3.0886835326769044,28,22
11076,33.0,4.6,Cloudy,Low,1,Snack,0.0,Urban,1.5530503241694729,14,15
11077,33.0,4.9,Sandstorms,Low,0,Meal,1.0,Metropolitian,12.297361881057153,0,27
11078,26.0,5.0,Fog,Medium,0,Snack,0.0,Urban,4.659041708493997,0,21
11079,31.0,5.0,Windy,Medium,2,Snack,1.0,Urban,10.760074648174697,24,26
11080,23.0,4.9,Sandstorms,High,2,Drinks,0.0,Metropolitian,6.2199531604237,54,12
11081,30.0,4.1,Sandstorms,Low,0,Meal,1.0,Metropolitian,3.110035107879287,28,30
11082,22.0,4.9,Sandstorms,Jam,1,Buffet,1.0,Metropolitian,13.685282168392495,5,19
11084,30.0,4.6,Sandstorms,Jam,1,Drinks,1.0,Metropolitian,4.658452778835833,1,25
11085,26.0,5.0,Sandstorms,Low,1,Buffet,0.0,Metropolitian,19.982079646498658,12,19
11086,26.0,4.9,Cloudy,Jam,2,Drinks,1.0,Metropolitian,10.88449366397129,55,37
11087,34.0,4.7,Sandstorms,Jam,0,Meal,0.0,Metropolitian,16.11872381145396,51,52
11088,31.0,4.4,Stormy,Low,0,Buffet,1.0,Metropolitian,2.9806989121528837,20,24
11089,38.0,4.7,Sunny,High,1,Meal,1.0,Metropolitian,5.960702558104829,0,17
11090,26.0,4.6,Sandstorms,Jam,2,Snack,0.0,Metropolitian,10.283809370245676,56,19
11091,32.0,4.8,Sandstorms,Low,1,Meal,1.0,Urban,19.92138747306262,16,27
11092,22.0,4.8,Cloudy,High,0,Drinks,1.0,Metropolitian,1.5209482433883899,17,21
11093,22.0,4.7,Sandstorms,Medium,0,Snack,1.0,Metropolitian,4.470557927388113,0,26
11094,27.0,2.7,Sunny,Low,1,Meal,0.0,Urban,16.85522949262582,37,38
11095,36.0,4.9,Cloudy,Medium,1,Meal,1.0,Metropolitian,9.222772748200567,32,19
11096,27.0,4.4,Fog,Jam,1,Drinks,0.0,Metropolitian,12.297428915947597,55,36
11097,35.0,4.2,Stormy,Jam,1,Meal,1.0,Metropolitian,16.830665270669193,4,41
11098,23.0,5.0,Cloudy,High,1,Drinks,1.0,Metropolitian,1.5140504721762418,36,22
11099,39.0,4.6,Sunny,Jam,1,Meal,1.0,Metropolitian,7.492332232255701,54,22
11100,31.0,4.9,Sandstorms,Medium,0,Drinks,1.0,Metropolitian,9.31799338686387,23,36
11101,31.0,4.2,Sandstorms,Jam,1,Snack,1.0,Metropolitian,12.42101401055881,0,31
11102,29.566910587697233,4.6,Sunny,Jam,2,Buffet,1.0,Metropolitian,13.413671870633278,5,24
11103,37.0,4.4,Windy,High,0,Buffet,2.0,Metropolitian,6.212813885825293,23,42
11104,29.0,4.9,Fog,Medium,2,Buffet,1.0,Metropolitian,4.6584073057064685,0,14
11105,36.0,4.6,Sandstorms,Low,0,Meal,0.0,Metropolitian,16.835744754389346,47,23
11106,29.566910587697233,4.6,Sunny,Jam,2,Snack,1.0,Metropolitian,19.402219035518996,1,21
11107,32.0,5.0,Cloudy,Low,2,Meal,1.0,Urban,9.058368009233115,33,18
11108,23.0,4.8,Stormy,Low,2,Buffet,0.0,Urban,1.5532452478057293,50,13
11109,31.0,4.7,Stormy,Medium,2,Drinks,1.0,Metropolitian,6.0835041878000835,50,25
11110,24.0,4.8,Fog,Medium,2,Meal,1.0,Metropolitian,17.303295941503084,38,32
11111,28.0,4.9,Fog,Jam,1,Buffet,2.0,Metropolitian,16.481316610672565,59,39
11112,31.0,4.8,Fog,Low,0,Snack,1.0,Metropolitian,4.664896018583063,37,29
11113,32.0,4.3,Sandstorms,High,0,Drinks,1.0,Metropolitian,6.219982963704297,33,33
11114,21.0,4.9,Windy,Medium,2,Meal,0.0,Metropolitian,4.590540079832415,43,27
11115,33.0,4.7,Windy,Low,1,Drinks,1.0,Metropolitian,10.645633156270078,42,29
11117,24.0,4.6,Sandstorms,Low,0,Snack,0.0,Metropolitian,10.605825528344447,29,17
11118,25.0,4.6,Sunny,Low,0,Meal,0.0,Urban,3.110035107879287,0,11
11119,22.0,4.9,Sandstorms,Low,2,Drinks,1.0,Metropolitian,9.195907228726785,29,16
11120,25.0,4.2,Sunny,High,0,Buffet,1.0,Metropolitian,6.083501032123797,58,43
11121,29.0,4.5,Fog,Low,1,Snack,0.0,Metropolitian,3.1460547419311484,48,19
11122,31.0,4.7,Cloudy,Low,2,Meal,0.0,Metropolitian,1.5549652675252918,34,15
11123,31.0,4.7,Fog,Low,2,Snack,0.0,Urban,3.041770621312206,35,17
11124,30.0,4.6,Fog,Medium,0,Buffet,1.0,Metropolitian,9.22321128672974,47,34
11125,38.0,4.9,Stormy,Low,1,Meal,0.0,Metropolitian,20.44934725735322,47,27
11126,32.0,4.8,Stormy,Low,1,Snack,1.0,Metropolitian,19.40194102274298,8,26
11127,36.0,5.0,Cloudy,Medium,0,Drinks,1.0,Urban,5.862084889053496,56,30
11128,26.0,4.7,Stormy,Jam,1,Drinks,1.0,Urban,10.605787745297231,9,19
11129,27.0,4.5,Sandstorms,Low,2,Snack,1.0,Metropolitian,10.43094098445318,11,18
11130,39.0,3.5,Windy,Jam,1,Drinks,2.0,Metropolitian,10.727884415052161,35,43
11131,36.0,4.1,Sunny,Jam,2,Buffet,1.0,Metropolitian,10.708920638115403,41,31
11132,29.566910587697233,4.6,Sunny,Medium,0,Meal,0.0,Urban,12.42530721771381,27,34
11133,28.0,4.7,Stormy,Low,0,Snack,1.0,Metropolitian,10.728401467150423,43,24
11134,39.0,4.8,Windy,Low,2,Snack,1.0,Metropolitian,7.603748908228344,0,29
11135,27.0,4.8,Sandstorms,Medium,2,Snack,1.0,Metropolitian,19.623983037219556,38,26
11136,22.0,4.2,Stormy,Low,0,Meal,1.0,Metropolitian,7.792622515359863,3,15
11137,36.0,3.6,Stormy,Jam,2,Snack,1.0,Metropolitian,10.431422223759759,32,44
11138,27.0,4.7,Stormy,Medium,1,Meal,0.0,Metropolitian,12.078014750669533,0,26
11139,31.0,4.3,Fog,Jam,1,Buffet,2.0,Metropolitian,13.994244050961361,0,48
11140,25.0,4.6,Sunny,Low,0,Snack,1.0,Urban,13.994244050961361,37,21
11141,39.0,4.6,Stormy,Low,2,Drinks,1.0,Metropolitian,12.439159721287696,0,29
11142,31.0,4.6,Sunny,Medium,1,Snack,0.0,Metropolitian,11.01119033893336,27,25
11143,32.0,4.0,Fog,Low,0,Drinks,1.0,Metropolitian,11.920445926441676,13,44
11144,25.0,4.5,Sandstorms,High,1,Drinks,1.0,Metropolitian,6.212799049640115,0,29
11145,29.0,4.8,Sunny,High,2,Drinks,0.0,Urban,5.862260450830616,47,12
11146,21.0,4.8,Fog,Low,1,Snack,0.0,Urban,1.537315889056249,39,13
11148,25.0,4.9,Windy,Low,1,Meal,0.0,Urban,3.1460547419311484,35,11
11149,33.0,4.7,Sunny,Medium,2,Drinks,1.0,Metropolitian,6.234198181799307,31,24
11150,35.0,4.3,Windy,Jam,1,Buffet,1.0,Metropolitian,12.213729044926545,0,35
11151,29.0,5.0,Sunny,Medium,0,Drinks,0.0,Metropolitian,6.220105103985613,56,20
11152,27.0,4.6,Windy,Jam,2,Snack,1.0,Metropolitian,4.658614992086804,49,25
11153,32.0,4.8,Windy,Low,2,Snack,0.0,Metropolitian,1.4902019672969569,0,22
11154,34.0,4.5,Fog,Low,1,Meal,1.0,Metropolitian,1.515269249161913,44,19
11155,32.0,4.8,Sunny,Jam,2,Drinks,1.0,Metropolitian,20.212924810307218,44,24
11156,28.0,4.2,Windy,Jam,0,Snack,1.0,Urban,10.759542509527817,49,38
11157,29.566910587697233,4.6,Cloudy,High,2,Meal,1.0,Urban,6.149090290300634,0,24
11158,33.0,5.0,Sandstorms,High,0,Buffet,0.0,Metropolitian,1.5530596861746482,22,47
11159,31.0,4.6,Stormy,Low,2,Drinks,1.0,Urban,7.7748689551637895,0,29
11160,29.0,4.7,Windy,Medium,2,Snack,0.0,Metropolitian,10.64562980727933,32,23
11161,23.0,4.9,Stormy,Low,1,Meal,0.0,Metropolitian,1.5586263734521497,0,19
11162,30.0,4.0,Sandstorms,Medium,1,Drinks,1.0,Metropolitian,4.659463530491028,47,34
11163,30.0,4.8,Windy,Low,0,Meal,1.0,Metropolitian,17.103752929257222,0,20
11164,35.0,4.7,Windy,Medium,1,Snack,1.0,Metropolitian,13.770513957653478,7,23
11165,27.0,4.3,Fog,Jam,1,Drinks,1.0,Metropolitian,16.90829997364279,31,40
11166,37.0,5.0,Cloudy,Medium,2,Snack,0.0,Metropolitian,10.88474538714357,52,37
11167,31.0,4.7,Sunny,Low,1,Meal,1.0,Metropolitian,16.650841790678065,28,23
11168,33.0,4.8,Fog,Low,1,Drinks,1.0,Metropolitian,3.0746255063954124,54,15
11169,28.0,4.8,Sandstorms,Medium,1,Meal,1.0,Metropolitian,19.8819200274833,48,23
11170,29.0,4.7,Fog,Jam,2,Snack,1.0,Metropolitian,17.082086201413187,0,30
11171,34.0,4.9,Sunny,Medium,1,Snack,1.0,Metropolitian,9.058319651106471,37,24
11172,23.0,4.7,Cloudy,Low,2,Meal,1.0,Metropolitian,16.857376664116106,58,20
11173,39.0,4.8,Sandstorms,Jam,2,Buffet,0.0,Metropolitian,20.44934725735322,0,28
11174,21.0,4.5,Stormy,High,2,Drinks,0.0,Metropolitian,3.06532265609511,1,18
11175,39.0,4.6,Cloudy,Low,1,Meal,0.0,Metropolitian,3.11710544309756,55,15
11176,39.0,4.9,Cloudy,High,2,Buffet,1.0,Urban,6.12063264777172,44,26
11177,33.0,4.6,Windy,Medium,2,Drinks,1.0,Metropolitian,7.564852922438019,0,31
11178,27.0,4.8,Stormy,Low,1,Buffet,1.0,Metropolitian,3.0653608556910092,50,15
11179,39.0,4.6,Windy,Low,1,Drinks,0.0,Metropolitian,3.10607019667518,19,24
11180,27.0,4.6,Sunny,Jam,2,Snack,1.0,Metropolitian,7.548730115247308,45,16
11181,29.0,4.5,Windy,Jam,0,Buffet,1.0,Metropolitian,4.580465659497206,49,19
11182,35.0,4.8,Sunny,Low,2,Drinks,0.0,Metropolitian,3.0260112766519174,48,14
11183,25.0,4.9,Sandstorms,Low,1,Meal,1.0,Metropolitian,1.5307801762464954,15,18
11184,35.0,4.8,Stormy,Jam,0,Snack,2.0,Metropolitian,10.645359833016222,5,54
11185,32.0,4.8,Windy,Medium,0,Drinks,1.0,Urban,20.97561110354371,0,40
11186,38.0,4.9,Fog,Low,2,Buffet,1.0,Metropolitian,1.5373413176729271,50,17
11187,36.0,4.4,Stormy,Jam,0,Buffet,3.0,Metropolitian,13.635618731960077,45,51
11188,30.0,4.6,Fog,Low,2,Buffet,0.0,Metropolitian,9.351338196504003,38,15
11189,22.0,4.7,Windy,Medium,2,Snack,1.0,Metropolitian,17.142896874161433,53,25
11190,23.0,4.1,Stormy,Jam,0,Snack,0.0,Metropolitian,13.83333454077028,0,39
11191,22.0,4.7,Windy,Medium,0,Drinks,1.0,Urban,20.260143477618474,32,27
11192,34.0,4.6,Fog,Low,2,Buffet,0.0,Metropolitian,7.766044778647182,58,16
11193,26.0,4.8,Sandstorms,Medium,0,Meal,1.0,Metropolitian,10.871655860469115,2,22
11194,37.0,4.6,Cloudy,Low,1,Snack,0.0,Metropolitian,1.4902444897156515,19,16
11195,29.566910587697233,4.6,Sandstorms,Jam,0,Buffet,3.0,Semi-Urban,12.297604948140263,6,48
11196,29.0,4.7,Sandstorms,Low,1,Buffet,1.0,Metropolitian,7.774681600772497,7,17
11197,20.0,4.7,Fog,Medium,2,Drinks,2.0,Metropolitian,19.665796881638652,47,34
11198,32.0,5.0,Cloudy,Low,2,Drinks,1.0,Metropolitian,9.43816345911881,7,15
11199,37.0,4.8,Sunny,Low,2,Meal,1.0,Metropolitian,10.870127364236474,52,27
11200,25.0,4.6,Sunny,High,1,Drinks,0.0,Metropolitian,3.0415093202499595,56,16
11201,24.0,4.7,Cloudy,Low,1,Meal,0.0,Metropolitian,9.316967952527824,43,15
11202,29.0,4.7,Fog,Medium,2,Drinks,1.0,Metropolitian,12.298025791336348,8,36
11203,27.0,4.8,Sunny,Jam,2,Snack,0.0,Urban,9.077670592963631,41,11
11204,33.0,4.7,Sunny,Medium,1,Drinks,0.0,Metropolitian,6.130774962521449,41,22
11205,20.0,4.6,Fog,Low,0,Buffet,1.0,Urban,3.1460547419311484,48,22
11206,32.0,4.8,Sandstorms,Low,1,Snack,0.0,Metropolitian,2.9812251220282446,14,22
11207,38.0,4.0,Stormy,High,0,Buffet,1.0,Metropolitian,6.060750953302816,0,35
11208,27.0,5.0,Windy,Jam,1,Buffet,1.0,Metropolitian,9.317995270327899,0,22
11209,27.0,4.6,Windy,Low,2,Snack,1.0,Metropolitian,9.318653461198895,57,19
11210,23.0,4.8,Windy,Jam,2,Buffet,1.0,Metropolitian,11.01119033893336,55,15
11211,25.0,4.5,Stormy,Low,0,Drinks,1.0,Metropolitian,4.528957234415644,37,21
11212,33.0,4.6,Stormy,Low,1,Drinks,1.0,Metropolitian,1.5532489527374125,29,28
11213,26.0,4.7,Sunny,Low,0,Drinks,1.0,Metropolitian,10.869293972476031,57,25
11214,29.0,4.8,Sunny,Jam,0,Buffet,0.0,Metropolitian,10.71657388178729,54,21
11215,37.0,4.6,Windy,Jam,1,Snack,1.0,Metropolitian,7.6856033314869014,0,28
11216,30.0,4.5,Sunny,Jam,1,Snack,1.0,Metropolitian,16.906996483496595,4,21
11217,21.0,4.6,Fog,Medium,0,Buffet,1.0,Metropolitian,13.740582258084128,0,43
11218,20.0,4.8,Stormy,Jam,2,Snack,0.0,Urban,16.64381341039078,0,22
11219,34.0,4.5,Stormy,Medium,1,Meal,1.0,Metropolitian,13.616724795701751,29,27
11220,33.0,4.9,Cloudy,Jam,0,Meal,1.0,Metropolitian,13.685711015730789,10,45
11221,26.0,5.0,Cloudy,Low,1,Snack,1.0,Urban,20.260143477618474,48,21
11222,39.0,4.8,Stormy,High,1,Drinks,1.0,Metropolitian,6.052002337597117,59,32
11223,35.0,4.7,Cloudy,Medium,0,Meal,1.0,Metropolitian,16.72645235288157,53,39
11224,31.0,4.7,Sandstorms,Jam,2,Meal,1.0,Metropolitian,20.854618684149425,0,30
11225,24.0,4.7,Cloudy,High,0,Snack,1.0,Metropolitian,6.083099913778523,39,24
11226,31.0,4.5,Stormy,High,1,Meal,1.0,Metropolitian,1.5299773646652102,51,29
11227,29.0,4.5,Cloudy,Low,1,Meal,0.0,Metropolitian,4.612045403768282,0,10
11228,21.0,4.7,Fog,Low,0,Snack,1.0,Metropolitian,10.591056681364064,43,20
11229,25.0,3.4,Sunny,Low,2,Meal,1.0,Urban,12.423702192370143,0,34
11230,33.0,5.0,Fog,Low,0,Meal,1.0,Metropolitian,9.330213202273674,16,29
11231,30.0,4.9,Sunny,High,1,Meal,1.0,Urban,1.5446084745804147,31,19
11232,38.0,4.8,Sandstorms,Low,1,Drinks,1.0,Urban,1.514146485588833,43,23
11233,34.0,4.6,Sandstorms,Low,1,Meal,0.0,Metropolitian,1.5530750607031314,0,25
11234,21.0,4.9,Sunny,Medium,0,Meal,0.0,Metropolitian,17.143315914469817,58,21
11235,34.0,4.5,Windy,Low,2,Drinks,0.0,Metropolitian,2.980345415777887,0,23
11236,22.0,4.4,Windy,Low,0,Meal,1.0,Metropolitian,4.495698446701817,52,19
11237,39.0,5.0,Fog,Low,2,Snack,0.0,Metropolitian,1.5208338702550486,50,18
11238,36.0,3.5,Sandstorms,Medium,1,Meal,1.0,Metropolitian,20.560497184876155,7,33
11239,29.0,4.7,Stormy,Low,2,Drinks,0.0,Metropolitian,11.921520871521494,3,17
11240,29.0,4.6,Sunny,Jam,1,Buffet,1.0,Metropolitian,12.354329534003554,59,23
11241,25.0,5.0,Cloudy,Medium,0,Drinks,1.0,Metropolitian,10.90997702700506,43,44
11242,20.0,4.9,Fog,Low,0,Drinks,1.0,Metropolitian,10.870832792722265,52,20
11243,28.0,4.6,Fog,Low,2,Drinks,1.0,Urban,1.5131889603991624,0,14
11244,23.0,4.9,Sandstorms,Medium,2,Buffet,1.0,Metropolitian,4.6117866345987775,43,29
11245,26.0,4.9,Windy,High,2,Snack,1.0,Metropolitian,6.148551750315096,43,18
11246,33.0,4.7,Sunny,Medium,2,Snack,1.0,Urban,17.303295941503084,8,20
11247,28.0,4.1,Cloudy,Jam,2,Drinks,2.0,Metropolitian,13.83512172540326,0,43
11248,23.0,4.6,Cloudy,Low,1,Meal,1.0,Urban,3.0262294756950685,35,14
11249,37.0,4.7,Sunny,Low,1,Meal,1.0,Metropolitian,20.858408776384742,7,16
11250,35.0,4.2,Windy,Low,0,Drinks,2.0,Metropolitian,4.675762699655866,28,34
11251,39.0,4.8,Fog,Low,2,Snack,1.0,Metropolitian,3.1098788736238063,0,15
11252,39.0,5.0,Cloudy,Jam,2,Meal,1.0,Metropolitian,20.44934725735322,9,43
11253,22.0,4.5,Fog,Low,0,Meal,1.0,Metropolitian,3.065472490144141,39,22
11254,32.0,4.8,Fog,Jam,0,Buffet,2.0,Metropolitian,10.869688861155106,41,40
11255,30.0,4.6,Windy,Jam,0,Snack,1.0,Urban,4.539072036200237,0,39
11256,28.0,4.8,Cloudy,Jam,0,Snack,3.0,Metropolitian,16.726406427607426,51,45
11257,25.0,4.9,Sandstorms,Low,2,Meal,0.0,Urban,13.586847442957977,12,12
11260,36.0,4.7,Cloudy,Jam,0,Snack,0.0,Metropolitian,17.14345461510613,35,44
11261,25.0,4.3,Sandstorms,Jam,0,Snack,0.0,Urban,16.857863170571182,49,35
11262,29.566910587697233,4.6,Cloudy,Medium,2,Drinks,1.0,Metropolitian,6.039340526035831,50,15
