Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,multiple_deliveries,City,distance,time_diff_minutes,Time_taken (min)
5263,32.0,4.4,Sandstorms,Jam,0,Meal,1.0,Metropolitian,9.083955128310851,41,33
17685,20.0,4.6,Windy,Medium,1,Meal,1.0,Metropolitian,10.811519991647788,53,15
33098,29.0,4.9,Windy,Low,2,Meal,0.0,Urban,4.590940233354576,33,15
22098,36.0,5.0,Windy,Medium,2,Snack,0.0,Metropolitian,6.083099913778523,0,33
28051,31.0,4.5,Fog,Jam,0,Drinks,0.0,Metropolitian,12.467800811190887,25,52
36575,21.0,4.8,Windy,Medium,2,Snack,1.0,Metropolitian,4.562584275452025,33,27
26420,23.0,4.9,Sunny,Medium,1,Buffet,1.0,Metropolitian,13.833614992194258,29,19
28898,31.0,4.5,Cloudy,Jam,0,Buffet,1.0,Urban,20.185367697160476,40,50
2364,31.0,4.9,Fog,Jam,0,Snack,0.0,Metropolitian,17.080146644935656,31,54
35624,31.0,4.0,Cloudy,Jam,0,Buffet,1.0,Metropolitian,9.077593440423469,45,32
24004,33.0,4.6,Fog,Low,0,Buffet,1.0,Metropolitian,3.0746255063954124,0,29
3471,32.0,4.9,Cloudy,Medium,1,Drinks,0.0,Metropolitian,7.76491703569738,27,15
14471,24.0,4.9,Cloudy,Low,0,Drinks,1.0,Metropolitian,19.76858611120879,29,21
43724,29.0,4.2,Sandstorms,Low,0,Drinks,0.0,Metropolitian,1.5131726817918814,0,29
35360,22.0,4.9,Sandstorms,Medium,0,Meal,1.0,Urban,10.589864357128604,0,28
33399,29.566910587697237,4.6,Sandstorms,Low,1,Snack,1.0,Urban,4.659644796411053,27,13
18754,21.0,4.8,Sunny,Medium,1,Meal,0.0,Urban,6.212095167535508,31,12
15241,37.0,4.9,Fog,Low,2,Buffet,0.0,Urban,9.317953007773008,57,15
15242,34.0,4.9,Cloudy,Jam,2,Buffet,1.0,Metropolitian,14.026221010596544,59,45
1568,21.0,4.8,Sunny,Jam,1,Buffet,0.0,Metropolitian,4.545694030616617,30,14
4896,32.0,4.7,Cloudy,Low,0,Drinks,0.0,Metropolitian,4.659655919436805,0,26
37287,35.0,4.1,Sunny,Medium,0,Drinks,1.0,Metropolitian,20.87017462209395,2,39
28967,20.0,4.8,Windy,Medium,2,Snack,1.0,Urban,17.303295941503084,7,20
9716,38.0,4.6,Fog,Jam,1,Meal,2.0,Metropolitian,10.42874789085844,0,46
21925,37.0,4.0,Windy,Jam,0,Meal,1.0,Metropolitian,17.303295941503084,4,38
26396,39.0,4.6,Stormy,Low,1,Snack,1.0,Metropolitian,3.1171067133003483,0,24
30507,24.0,5.0,Sunny,Low,2,Snack,1.0,Metropolitian,16.640537402346094,47,30
40287,37.0,4.8,Fog,Jam,2,Snack,2.0,Metropolitian,16.613428052593086,5,45
34867,21.0,4.9,Cloudy,Low,2,Meal,0.0,Urban,12.260966017900534,0,20
6976,37.0,4.6,Fog,Low,2,Snack,1.0,Metropolitian,7.76491703569738,3,18
3658,36.0,4.6,Fog,Jam,2,Snack,1.0,Metropolitian,19.8888917578845,46,45
39850,28.0,4.6,Fog,Low,0,Drinks,1.0,Metropolitian,19.369508097187023,2,22
36791,28.0,4.8,Sandstorms,Jam,1,Buffet,1.0,Metropolitian,20.514024573048637,25,16
24158,22.0,4.8,Sunny,Medium,0,Buffet,1.0,Urban,6.219803520841572,35,18
12741,37.0,4.0,Cloudy,Jam,2,Drinks,2.0,Metropolitian,13.79213164566137,41,37
40504,23.0,4.7,Sunny,Medium,0,Drinks,1.0,Metropolitian,6.149124261015807,25,20
14558,27.0,5.0,Sandstorms,Medium,0,Snack,1.0,Metropolitian,13.99424405096136,0,33
40459,20.0,4.8,Sandstorms,Medium,2,Snack,0.0,Metropolitian,5.862010063033021,0,21
29952,28.0,4.0,Sandstorms,Low,0,Buffet,0.0,Metropolitian,3.019664548111772,33,23
15658,21.0,4.7,Windy,Medium,2,Drinks,1.0,Metropolitian,17.14345745507336,3,26
39750,39.0,4.1,Windy,Jam,2,Drinks,1.0,Metropolitian,4.6756516898560445,30,33
44045,22.0,4.9,Stormy,Low,0,Buffet,1.0,Metropolitian,20.212924810307214,43,18
8799,21.0,4.4,Fog,Jam,1,Snack,1.0,Metropolitian,10.8837798770122,6,39
21533,26.0,4.9,Sandstorms,Jam,2,Drinks,1.0,Metropolitian,7.686567646146021,4,28
21551,22.0,4.8,Fog,Low,0,Drinks,1.0,Metropolitian,13.620107774961358,48,24
31279,30.0,4.6,Sandstorms,Jam,2,Drinks,0.0,Metropolitian,16.664670351711113,45,26
21772,29.0,4.7,Sunny,Jam,1,Drinks,1.0,Urban,10.76048569832759,0,10
24190,29.566910587697237,4.6,Cloudy,Jam,1,Buffet,1.0,Metropolitian,12.166124166174376,35,38
30745,29.0,4.9,Sandstorms,Low,1,Meal,1.0,Metropolitian,3.041770621312206,19,18
15647,25.0,4.7,Sunny,Medium,0,Drinks,1.0,Urban,9.17807414387102,32,17
609,29.566910587697237,4.6,Cloudy,Jam,1,Snack,1.0,Metropolitian,4.658364104305769,55,24
24076,34.0,4.7,Fog,Low,0,Drinks,1.0,Metropolitian,10.59045460762333,52,42
3010,34.0,3.5,Stormy,Medium,1,Drinks,1.0,Metropolitian,19.889493352283623,57,31
8334,38.0,4.9,Sunny,Low,0,Drinks,1.0,Metropolitian,4.611827145718756,52,23
39144,34.0,4.8,Stormy,Low,0,Snack,1.0,Metropolitian,13.9774235068532,42,27
23031,23.0,5.0,Stormy,Jam,0,Drinks,2.0,Metropolitian,17.07823146436735,56,39
27141,30.0,3.6,Fog,Low,1,Drinks,1.0,Metropolitian,12.078072334074418,7,37
7174,26.0,4.9,Fog,Low,2,Meal,0.0,Metropolitian,20.44934725735322,2,28
2901,27.0,4.7,Sunny,Medium,1,Buffet,0.0,Metropolitian,7.765617764790276,38,13
20695,26.0,4.6,Windy,Jam,1,Drinks,0.0,Urban,7.765381096122746,0,13
1941,30.0,4.3,Fog,Jam,2,Meal,1.0,Urban,19.633375329062734,27,43
17001,29.0,4.5,Stormy,Low,2,Meal,0.0,Metropolitian,19.40119103083612,43,15
16463,32.0,4.7,Windy,Jam,0,Buffet,2.0,Metropolitian,16.85522949262582,59,44
32257,39.0,4.4,Windy,Jam,2,Snack,0.0,Metropolitian,7.565354461294837,32,33
3878,29.0,4.8,Stormy,Jam,0,Snack,1.0,Metropolitian,12.244700954469934,0,27
19972,25.0,4.9,Windy,Jam,0,Meal,1.0,Metropolitian,4.611837546553393,1,18
23553,29.0,4.7,Sunny,Low,2,Snack,1.0,Metropolitian,9.223041926820096,38,24
38315,25.0,4.7,Sunny,Medium,1,Buffet,1.0,Metropolitian,10.43094098445318,3,11
32166,37.0,4.9,Fog,Low,1,Snack,1.0,Urban,1.465582492038059,16,15
28140,20.0,4.9,Sandstorms,Low,0,Meal,1.0,Metropolitian,17.143675886534304,37,20
6603,25.0,4.6,Sandstorms,Jam,2,Buffet,1.0,Metropolitian,14.157243571473249,25,19
15765,20.0,4.6,Sunny,Jam,2,Drinks,0.0,Metropolitian,7.686304826879228,0,10
34363,24.0,4.8,Stormy,Medium,2,Drinks,1.0,Metropolitian,4.542375331227724,2,26
16293,38.0,4.1,Stormy,Low,0,Snack,0.0,Metropolitian,7.604256680375935,11,25
40126,31.0,4.4,Stormy,High,2,Meal,1.0,Metropolitian,6.211148455170696,52,31
24310,25.0,4.8,Windy,Medium,1,Meal,0.0,Urban,9.266511465418406,38,21
30461,29.566910587697237,4.6,Sandstorms,Medium,2,Buffet,1.0,Metropolitian,20.87017462209395,43,26
44759,25.0,4.6,Windy,Jam,1,Snack,1.0,Metropolitian,17.143402143014615,54,25
2830,24.0,4.6,Fog,Low,2,Buffet,0.0,Metropolitian,2.98056189068328,48,15
19372,27.0,4.8,Cloudy,Medium,1,Meal,0.0,Urban,9.058203999765672,23,11
6398,36.0,4.9,Stormy,Jam,2,Drinks,1.0,Metropolitian,10.605779290380749,10,28
37103,38.0,4.1,Sandstorms,Jam,2,Buffet,1.0,Metropolitian,16.85664993603974,11,33
30322,28.0,4.7,Stormy,Low,0,Buffet,1.0,Metropolitian,10.645633156270078,8,15
625,35.0,4.8,Windy,Medium,2,Buffet,1.0,Metropolitian,4.580504901526297,7,29
15881,35.0,4.6,Sandstorms,Jam,0,Buffet,2.0,Metropolitian,4.611919073683148,54,42
16812,20.0,4.9,Stormy,Medium,0,Drinks,1.0,Urban,8.940669478680816,3,16
20069,29.566910587697237,4.6,Stormy,Low,2,Snack,1.0,Metropolitian,12.102969189544874,43,13
36267,28.0,4.5,Windy,Low,2,Buffet,0.0,Urban,1.4906417555689822,28,13
25569,24.0,4.2,Fog,Medium,2,Drinks,1.0,Metropolitian,13.994241438423698,0,31
35850,26.0,5.0,Stormy,Medium,0,Drinks,0.0,Metropolitian,7.77472192353282,33,13
42982,35.0,4.9,Windy,Medium,1,Drinks,1.0,Metropolitian,13.993168954830482,2,30
37136,33.0,4.6,Cloudy,Jam,2,Snack,1.0,Metropolitian,7.552337282894652,0,25
37052,29.0,4.6,Cloudy,Low,2,Meal,1.0,Metropolitian,19.92056831779104,0,21
28900,20.0,4.7,Sandstorms,Low,0,Snack,0.0,Metropolitian,16.857376664116106,47,20
44224,23.0,4.7,Sunny,Low,1,Buffet,1.0,Metropolitian,20.892501466709096,48,26
33774,39.0,4.7,Stormy,Low,1,Snack,1.0,Metropolitian,7.765042746591419,43,22
19741,33.0,4.6,Windy,Jam,2,Drinks,1.0,Metropolitian,13.594116638814914,45,29
34717,32.0,5.0,Cloudy,Low,1,Snack,1.0,Metropolitian,2.931172375754146,20,15
18429,31.0,4.2,Cloudy,Medium,2,Buffet,2.0,Urban,13.685786950316878,57,40
43600,39.0,4.2,Fog,Jam,1,Drinks,1.0,Metropolitian,16.90592170919496,30,38
5548,27.0,4.9,Fog,Low,1,Meal,0.0,Metropolitian,13.41029674290463,57,29
31277,29.566910587697237,4.6,Sandstorms,Medium,2,Buffet,1.0,Metropolitian,7.575847608020491,42,20
8003,37.0,4.6,Fog,High,0,Meal,1.0,Metropolitian,5.9606422547772615,43,27
41532,35.0,5.0,Cloudy,Medium,1,Meal,1.0,Metropolitian,10.645633156270078,53,35
2180,35.0,3.8,Sandstorms,Jam,1,Snack,1.0,Metropolitian,20.1898657920608,54,33
33026,31.0,4.7,Stormy,Low,2,Drinks,0.0,Metropolitian,4.675621001924301,34,22
39981,32.0,4.6,Windy,High,0,Snack,1.0,Metropolitian,3.1061062480615287,0,35
16188,29.0,4.9,Sunny,Jam,1,Drinks,0.0,Metropolitian,14.157243571473249,51,11
40545,20.0,4.0,Sandstorms,Low,0,Meal,1.0,Metropolitian,9.315945131290317,0,23
24775,29.0,4.6,Sandstorms,Low,2,Snack,1.0,Metropolitian,12.24122106195339,29,19
43707,37.0,4.7,Windy,Medium,0,Snack,1.0,Metropolitian,6.211090832239289,0,25
39852,28.0,4.9,Sandstorms,Medium,2,Snack,1.0,Metropolitian,6.121787875635774,40,23
5337,22.0,4.7,Cloudy,Low,0,Snack,1.0,Urban,4.470755082734228,43,23
22464,26.0,4.5,Sandstorms,Low,2,Snack,0.0,Metropolitian,3.105665801832963,49,16
26064,21.0,4.9,Stormy,Jam,1,Meal,0.0,Metropolitian,19.921550524065573,51,22
28571,37.0,4.8,Windy,Low,2,Snack,0.0,Metropolitian,19.981557553602578,37,22
21935,36.0,4.7,Sunny,Low,1,Meal,1.0,Urban,4.6758088920259375,0,17
6839,38.0,4.7,Stormy,High,1,Buffet,1.0,Metropolitian,6.060746124720021,53,30
38707,20.0,4.7,Sandstorms,High,0,Buffet,1.0,Metropolitian,1.488814350243166,17,27
43096,34.0,4.9,Windy,Low,2,Drinks,1.0,Metropolitian,20.18902902534114,13,20
42978,20.0,4.9,Sandstorms,Medium,1,Drinks,1.0,Metropolitian,6.130563304402877,36,24
34229,31.0,4.5,Cloudy,Medium,0,Snack,0.0,Metropolitian,12.422293155151449,32,35
19874,31.0,4.3,Fog,Jam,1,Drinks,1.0,Metropolitian,13.685202918242124,36,37
40890,35.0,4.6,Stormy,Jam,0,Meal,1.0,Metropolitian,16.72654520020036,0,50
2760,22.0,4.6,Sunny,Low,0,Meal,1.0,Urban,13.68588538539404,58,28
31122,33.0,4.6,Stormy,Jam,0,Meal,2.0,Metropolitian,7.450656441235282,0,47
29036,24.0,4.8,Stormy,Jam,2,Drinks,1.0,Metropolitian,19.694746597858227,50,27
3469,37.0,3.5,Sandstorms,Jam,1,Snack,1.0,Metropolitian,19.8888917578845,34,41
45360,20.0,4.9,Windy,Jam,1,Drinks,1.0,Metropolitian,20.859972850937016,4,25
5521,29.0,4.9,Stormy,Jam,0,Drinks,1.0,Metropolitian,20.44934725735322,10,26
22605,37.0,4.2,Stormy,Low,0,Meal,1.0,Metropolitian,3.117220249924698,0,30
39864,20.0,4.8,Sandstorms,Jam,1,Snack,1.0,Urban,4.658594997502519,0,18
12617,39.0,4.4,Windy,Jam,0,Drinks,3.0,Metropolitian,13.587342695800704,25,54
40989,20.0,4.8,Fog,Jam,2,Drinks,0.0,Metropolitian,10.448563905457826,44,35
2904,23.0,4.5,Sunny,Medium,2,Buffet,1.0,Urban,12.166236187409254,42,19
42720,27.0,5.0,Stormy,Low,0,Buffet,1.0,Urban,14.0262137749331,7,22
1673,28.0,4.8,Sandstorms,Low,1,Snack,1.0,Metropolitian,4.407063989958536,42,14
7613,20.0,4.8,Windy,Jam,2,Meal,1.0,Metropolitian,19.76791540651303,0,24
9667,25.0,4.6,Windy,Jam,1,Snack,0.0,Metropolitian,12.12084818125686,30,19
42296,38.0,4.8,Fog,Jam,1,Meal,1.0,Metropolitian,14.026158279371652,9,35
13710,31.0,4.9,Cloudy,Low,2,Meal,0.0,Metropolitian,9.080529253206503,0,18
21403,20.0,5.0,Sandstorms,Medium,2,Buffet,1.0,Metropolitian,6.082857972435271,36,21
7425,35.0,4.3,Windy,Jam,0,Buffet,1.0,Metropolitian,4.675611017670201,50,35
13400,34.0,4.9,Sunny,Medium,2,Buffet,1.0,Metropolitian,6.149345010584007,0,18
27628,35.0,4.3,Sandstorms,Jam,1,Snack,0.0,Metropolitian,7.575901233393768,25,32
23233,36.0,3.8,Stormy,Jam,1,Buffet,1.0,Metropolitian,12.296707946434209,44,39
30360,36.0,4.4,Windy,Medium,0,Snack,0.0,Metropolitian,20.211596118116734,47,31
24288,20.0,4.5,Windy,High,2,Snack,1.0,Metropolitian,6.234135689020285,32,20
22642,37.0,4.4,Cloudy,High,2,Drinks,0.0,Metropolitian,6.118307300597931,0,36
15145,29.0,4.6,Sandstorms,Jam,1,Snack,1.0,Metropolitian,7.765620590585138,9,11
8163,33.0,4.6,Sunny,Medium,2,Snack,1.0,Metropolitian,6.051688074002432,41,20
33036,36.0,4.4,Stormy,Medium,1,Meal,1.0,Metropolitian,6.212087467418361,21,32
10227,22.0,4.9,Stormy,Jam,1,Snack,1.0,Urban,9.351291078355295,59,15
27947,23.0,4.7,Sandstorms,Medium,2,Meal,1.0,Metropolitian,9.059516077619987,47,25
38120,21.0,4.9,Sandstorms,Low,1,Drinks,0.0,Urban,9.090937045889628,0,13
330,21.0,4.8,Windy,Medium,2,Buffet,1.0,Metropolitian,6.120551660077515,50,27
16822,20.0,5.0,Fog,Medium,2,Drinks,1.0,Urban,11.987409338189147,0,29
7439,35.0,4.8,Sunny,Low,1,Snack,0.0,Urban,3.065447791594489,45,15
14237,20.0,4.8,Sandstorms,Low,1,Snack,0.0,Metropolitian,20.187595177247506,16,14
33708,29.566910587697237,4.6,Sandstorms,Jam,0,Snack,2.0,Metropolitian,7.449398874626383,36,47
18087,34.0,4.9,Sandstorms,Low,2,Meal,1.0,Metropolitian,12.297401143863128,52,16
28173,28.0,5.0,Fog,Low,0,Buffet,1.0,Urban,20.29173809099761,58,22
1201,29.0,4.5,Sunny,Jam,1,Drinks,0.0,Metropolitian,14.026221010596544,0,23
26038,26.0,4.7,Sunny,Low,1,Snack,1.0,Metropolitian,3.064600324675243,20,15
15341,39.0,4.8,Sunny,Jam,0,Meal,1.0,Urban,7.663362383172287,0,25
17066,35.0,3.8,Sandstorms,Medium,2,Drinks,1.0,Metropolitian,13.977564055866797,29,36
43681,37.0,4.9,Cloudy,Jam,0,Drinks,1.0,Urban,13.90029590890577,49,45
11079,31.0,5.0,Windy,Medium,2,Snack,1.0,Urban,10.760074648174696,24,26
44358,23.0,4.9,Fog,Low,2,Drinks,1.0,Urban,3.064964815933255,33,19
5443,30.0,4.6,Sunny,Medium,0,Snack,0.0,Metropolitian,12.164827317154613,43,32
8387,21.0,4.6,Sandstorms,Low,0,Drinks,1.0,Metropolitian,19.622084844459064,43,21
8314,39.0,4.8,Sunny,Low,1,Meal,1.0,Urban,4.470560648062883,0,16
8806,34.0,4.2,Sunny,Jam,0,Snack,1.0,Metropolitian,19.36865853229134,59,32
9435,25.0,4.9,Stormy,Jam,1,Buffet,1.0,Metropolitian,17.07838589607425,55,15
7333,27.0,4.5,Sandstorms,Low,2,Buffet,1.0,Metropolitian,13.97651014072506,43,10
12232,27.0,5.0,Sunny,Low,2,Meal,0.0,Metropolitian,2.980698912152884,0,19
41967,30.0,4.9,Windy,Jam,2,Snack,1.0,Metropolitian,4.659463530491028,36,33
2238,20.0,4.8,Windy,Low,1,Buffet,1.0,Urban,1.4986232788633582,0,12
32474,26.0,4.7,Fog,Medium,1,Meal,1.0,Metropolitian,4.495698446701817,38,19
41598,38.0,3.7,Windy,Medium,2,Snack,1.0,Metropolitian,19.983017616371452,42,32
27984,29.566910587697237,4.6,Windy,Jam,0,Snack,1.0,Urban,19.47773343156196,45,53
41488,24.0,4.7,Windy,Jam,1,Buffet,0.0,Urban,10.728494257788617,0,16
11192,34.0,4.6,Fog,Low,2,Buffet,0.0,Metropolitian,7.766044778647182,58,16
26602,30.0,4.6,Fog,Medium,1,Snack,1.0,Metropolitian,17.143259889631246,0,35
6022,21.0,4.7,Cloudy,High,1,Meal,1.0,Urban,3.065360855691009,46,22
31982,35.0,4.4,Fog,High,0,Meal,1.0,Metropolitian,1.5141756091926664,21,33
42838,24.0,5.0,Fog,High,2,Meal,1.0,Metropolitian,6.219775932540929,0,26
17863,24.0,4.3,Stormy,Low,0,Meal,1.0,Metropolitian,8.941438337370116,3,21
7513,32.0,3.7,Sandstorms,Medium,1,Drinks,1.0,Metropolitian,10.644391775002717,42,34
2392,24.0,4.8,Windy,Jam,0,Meal,1.0,Urban,9.083955128310851,0,15
9933,23.0,4.8,Fog,Medium,2,Buffet,1.0,Metropolitian,7.451308550976223,2,16
33095,25.0,4.7,Sunny,Jam,1,Buffet,1.0,Urban,7.805243251455048,46,13
17070,34.0,4.6,Cloudy,Low,1,Meal,0.0,Metropolitian,1.537103715549809,16,15
11110,24.0,4.8,Fog,Medium,2,Meal,1.0,Metropolitian,17.303295941503084,38,32
24816,27.0,4.8,Sandstorms,Jam,0,Drinks,1.0,Metropolitian,8.931930221205631,39,20
11938,37.0,4.9,Sandstorms,Jam,2,Meal,1.0,Metropolitian,11.01119033893336,30,27
39957,37.0,3.6,Windy,Jam,1,Drinks,0.0,Metropolitian,20.44934725735322,40,35
20676,36.0,4.8,Stormy,High,1,Drinks,1.0,Metropolitian,3.019854698450706,46,28
19876,36.0,3.7,Stormy,Jam,2,Snack,2.0,Metropolitian,12.102497989940597,39,35
7647,28.0,4.8,Sunny,Low,2,Drinks,1.0,Urban,1.5129484185860833,35,15
32350,29.0,4.8,Sunny,Medium,0,Meal,0.0,Metropolitian,16.393844135559583,47,22
260,30.0,4.7,Fog,Low,1,Meal,0.0,Metropolitian,20.26004442658056,37,29
11070,22.0,4.9,Sandstorms,Low,1,Snack,1.0,Metropolitian,1.554987484485441,40,19
38845,30.0,4.6,Sandstorms,Low,1,Meal,1.0,Metropolitian,3.106338259521306,20,22
14533,21.0,4.6,Windy,High,1,Buffet,1.0,Urban,3.0605675509769235,21,23
29316,29.566910587697237,4.6,Fog,Low,3,Meal,1.0,Metropolitian,13.61583969865063,46,29
24188,33.0,4.0,Stormy,Jam,0,Meal,1.0,Metropolitian,10.868281225743866,0,39
36994,27.0,5.0,Fog,High,1,Snack,1.0,Metropolitian,6.292109292193661,44,32
22246,26.0,4.6,Sandstorms,Low,2,Buffet,1.0,Metropolitian,12.260421907033033,42,19
32457,29.0,4.8,Cloudy,Medium,0,Buffet,1.0,Metropolitian,8.990649835927275,23,26
16977,37.0,4.8,Fog,Jam,2,Snack,2.0,Metropolitian,12.078072334074418,0,40
28353,29.0,4.7,Sandstorms,Low,2,Snack,1.0,Metropolitian,1.5099342513586052,59,19
730,29.0,4.8,Fog,Medium,0,Snack,1.0,Metropolitian,6.234336486176818,55,26
3587,31.0,4.9,Fog,Low,2,Snack,1.0,Metropolitian,1.553180370852216,59,19
3191,32.0,4.3,Sandstorms,Low,0,Buffet,1.0,Urban,1.537396461430167,39,32
35409,22.0,4.8,Stormy,Jam,1,Snack,1.0,Metropolitian,13.58753179189161,9,26
38205,28.0,4.7,Windy,Medium,1,Meal,1.0,Metropolitian,4.665008343731929,0,29
22898,27.0,5.0,Windy,Jam,1,Snack,1.0,Metropolitian,14.026700196866972,0,15
22469,25.0,4.3,Sandstorms,Medium,0,Meal,1.0,Metropolitian,16.665120410938524,38,32
39474,25.0,4.4,Windy,Jam,0,Drinks,1.0,Metropolitian,12.213550774280233,54,38
37967,36.0,4.4,Fog,Medium,2,Buffet,1.0,Metropolitian,13.587342695800704,57,41
16927,34.0,4.9,Stormy,Medium,1,Drinks,1.0,Metropolitian,10.884367142302777,2,29
31930,38.0,5.0,Cloudy,High,1,Drinks,1.0,Metropolitian,6.292109292193661,44,30
10271,31.0,4.9,Windy,Low,1,Snack,1.0,Metropolitian,12.584217051037724,47,28
29343,24.0,4.6,Sunny,Jam,2,Drinks,0.0,Urban,10.431535699741575,45,23
2739,25.0,4.7,Sandstorms,Low,1,Drinks,1.0,Metropolitian,1.490621673594524,43,12
6777,21.0,4.7,Stormy,Low,0,Meal,0.0,Metropolitian,13.834671264079608,0,22
31127,26.0,4.7,Cloudy,Low,0,Snack,1.0,Metropolitian,12.297536935125184,3,23
34376,31.0,4.5,Stormy,Low,2,Buffet,0.0,Metropolitian,8.940903248838632,42,20
23251,27.0,4.6,Stormy,Medium,1,Drinks,0.0,Urban,20.18407669776513,32,17
3409,35.0,4.2,Fog,Low,0,Meal,2.0,Metropolitian,13.61543639773471,11,44
12798,26.0,4.6,Fog,High,1,Snack,1.0,Metropolitian,1.573027382944863,51,26
17142,33.0,4.6,Cloudy,Medium,0,Drinks,1.0,Metropolitian,16.48212504345455,43,47
26348,33.0,4.6,Sunny,Medium,2,Snack,0.0,Metropolitian,16.72645235288157,2,15
26184,22.0,4.8,Fog,Jam,2,Buffet,0.0,Metropolitian,7.805288526880676,6,26
16560,21.0,4.9,Sandstorms,Medium,2,Meal,0.0,Metropolitian,9.351047057864964,43,20
30414,31.0,4.7,Windy,Medium,2,Snack,1.0,Metropolitian,10.87088768830337,8,25
8196,27.0,5.0,Stormy,Jam,0,Drinks,0.0,Metropolitian,11.01119033893336,56,31
28755,27.0,4.9,Sunny,Low,1,Snack,1.0,Metropolitian,3.0262944920834505,38,15
34025,33.0,4.5,Sunny,Low,0,Drinks,1.0,Metropolitian,3.0270461574651266,23,25
30870,30.0,4.1,Stormy,Low,0,Drinks,1.0,Urban,3.1171271629452453,0,23
15521,21.0,5.0,Windy,Low,1,Meal,0.0,Metropolitian,7.8056715376785295,0,13
36457,38.0,4.8,Stormy,Low,2,Snack,0.0,Metropolitian,16.907134137805237,34,24
25297,39.0,4.7,Sunny,Low,2,Buffet,0.0,Metropolitian,1.5105676442186438,0,16
10970,34.0,4.7,Sandstorms,Low,2,Buffet,0.0,Urban,1.4927526763227117,48,22
4647,20.0,4.5,Windy,Jam,2,Snack,1.0,Urban,19.62408794608113,0,22
38222,21.0,4.6,Fog,Low,2,Drinks,1.0,Metropolitian,1.5099121621903415,43,11
18509,24.0,5.0,Sunny,Medium,0,Meal,1.0,Metropolitian,4.396935344502133,37,18
40314,28.0,4.3,Fog,Jam,2,Snack,0.0,Metropolitian,13.625267630306436,0,43
39870,36.0,4.6,Stormy,Low,1,Buffet,0.0,Urban,1.573027382944863,0,25
5007,21.0,4.6,Fog,Jam,2,Buffet,1.0,Urban,7.765620590585138,0,21
3721,24.0,4.5,Sandstorms,High,2,Snack,0.0,Metropolitian,1.5096130802644665,1,25
39796,31.0,4.6,Cloudy,Low,1,Drinks,1.0,Metropolitian,7.766044778647182,52,19
44488,31.0,4.3,Windy,Jam,0,Drinks,1.0,Metropolitian,12.468138809469808,0,42
11934,26.0,4.9,Cloudy,Low,1,Meal,1.0,Urban,1.5301029377802997,19,12
36142,26.0,4.2,Cloudy,High,2,Snack,1.0,Metropolitian,6.082827079238962,43,34
29208,37.0,4.4,Fog,Jam,2,Snack,1.0,Metropolitian,19.633329280413776,0,39
44508,37.0,3.7,Stormy,Jam,1,Snack,2.0,Metropolitian,12.584217051037724,59,38
33411,35.0,4.5,Sandstorms,Medium,0,Snack,1.0,Metropolitian,6.212118801730475,40,25
22744,26.0,4.6,Stormy,Jam,1,Drinks,0.0,Metropolitian,10.706575426407117,54,27
4746,23.0,4.9,Sandstorms,Medium,1,Buffet,1.0,Metropolitian,5.962136232611971,50,29
23158,38.0,4.6,Sunny,Medium,2,Buffet,0.0,Metropolitian,19.922446797383568,0,26
38519,32.0,4.7,Cloudy,Medium,0,Meal,3.0,Metropolitian,12.260966017900534,42,47
6599,22.0,4.5,Sandstorms,Medium,1,Buffet,0.0,Metropolitian,13.587596584970392,42,15
27465,26.0,5.0,Sandstorms,Low,1,Buffet,0.0,Metropolitian,4.659082044878114,13,15
40146,23.0,4.6,Stormy,Medium,0,Drinks,0.0,Urban,4.56269751657414,37,20
27881,24.0,4.0,Windy,Jam,0,Buffet,1.0,Metropolitian,7.647774081685691,50,33
43514,30.0,4.8,Stormy,Low,2,Buffet,1.0,Metropolitian,9.058691338476695,58,25
14699,29.0,5.0,Windy,Jam,0,Meal,1.0,Metropolitian,9.180686454534705,31,32
41856,23.0,4.9,Sunny,Medium,1,Snack,1.0,Metropolitian,7.763858922108928,0,16
11092,22.0,4.8,Cloudy,High,0,Drinks,1.0,Metropolitian,1.52094824338839,17,21
18626,28.0,4.9,Windy,Medium,0,Snack,0.0,Metropolitian,4.562358055268467,8,25
22359,21.0,4.8,Fog,Jam,0,Meal,2.0,Semi-Urban,13.485560302839673,56,48
37061,22.0,4.7,Sandstorms,Low,1,Drinks,1.0,Urban,1.4903129291933137,0,19
22397,31.0,4.6,Stormy,Low,1,Buffet,1.0,Metropolitian,3.03047325666201,29,26
29467,25.0,4.8,Windy,High,1,Buffet,1.0,Urban,1.573027382944863,26,26
35633,33.0,4.8,Windy,Jam,0,Meal,2.0,Metropolitian,7.633934200781992,9,45
24982,23.0,4.9,Cloudy,Medium,2,Snack,1.0,Metropolitian,12.078937864113836,42,27
37829,28.0,4.6,Stormy,Medium,1,Meal,1.0,Urban,10.645624281412216,42,23
18559,32.0,4.7,Cloudy,Low,2,Snack,0.0,Metropolitian,7.792846785987849,42,18
31640,22.0,5.0,Fog,Low,2,Meal,0.0,Metropolitian,12.584217051037724,2,27
14566,37.0,4.6,Sandstorms,Low,2,Meal,0.0,Urban,1.5130434461470936,38,29
8496,25.0,4.8,Cloudy,Jam,2,Drinks,1.0,Metropolitian,9.351047057864964,0,31
4751,38.0,3.8,Sandstorms,Jam,2,Drinks,1.0,Metropolitian,10.7075992355504,0,37
40052,32.0,4.1,Windy,Low,0,Meal,0.0,Metropolitian,7.686580836559655,2,34
